NAME,median_household_income,median_earnings,state,public use microdata area,state_fips,puma_code,puma_full_id
"Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships PUMA, Illinois",79098.0,45630.0,17,03419,17,03419,1703419
"Chicago City (Southwest)--Gage Park, Garfield Ridge & West Lawn PUMA; Illinois",56776.0,33850.0,17,03527,17,03527,1703527
"Cook County (Central)--Cicero, Berwyn & Oak Park Townships PUMA; Illinois",66315.0,35176.0,17,03408,17,03408,1703408
"Cook County (Northwest)--Schaumburg Township (South & Central) PUMA, Illinois",84131.0,44750.0,17,03418,17,03418,1703418
"Cook County (North)--Maine, Norwood Park Townships & Chicago City--Edison Park PUMA; Illinois",84967.0,45823.0,17,03420,17,03420,1703420
"Cook County (Southwest)--Orland (West & Central), Palos & Lemont Townships PUMA; Illinois",84455.0,45687.0,17,03410,17,03410,1703410
"Chicago City (South)--Ashburn, Washington Heights, Morgan Park & Beverly PUMA; Illinois",74790.0,40778.0,17,03530,17,03530,1703530
"Chicago City (West)--North & South Lawndale, Humboldt Park, East & West Garfield Park PUMA; Illinois",34955.0,26029.0,17,03523,17,03523,1703523
"Los Angeles County (South Central)--Carson City PUMA, California",85067.0,37177.0,06,03762,06,03762,0603762
"South & Southeast Illinois PUMA, Illinois",48123.0,31586.0,17,00800,17,00800,1700800
"Contra Costa County--Walnut Creek (West), Lafayette, Orinda Cities & Moraga Town PUMA; California",139670.0,77108.0,06,01304,06,01304,0601304
"Contra Costa County (North Central)--Pittsburg & Concord (North & East) Cities PUMA, California",87890.0,39475.0,06,01307,06,01307,0601307
"San Diego County (North & East)--Fallbrook, Alpine & Valley Center PUMA; California",82914.0,36132.0,06,07302,06,07302,0607302
"San Diego County (Central)--Lakeside, Winter Gardens & Ramona PUMA; California",89433.0,39851.0,06,07307,06,07307,0607307
"San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley PUMA; California",79442.0,36448.0,06,07319,06,07319,0607319
"San Diego County (South)--San Diego City (South/Otay Mesa & South Bay) PUMA, California",64107.0,31588.0,06,07322,06,07322,0607322
"San Diego County (West)--San Diego City (Southwest/Central Coastal) PUMA, California",99893.0,48996.0,06,07310,06,07310,0607310
"San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East) PUMA, California",114143.0,46876.0,06,07320,06,07320,0607320
"San Diego County (South Central)--San Diego City (Central/Centre City & Balboa Park) PUMA, California",71016.0,45343.0,06,07316,06,07316,0607316
"San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities PUMA, California",129733.0,61773.0,06,07309,06,07309,0607309
"San Diego County (Northwest)--Carlsbad City PUMA, California",105625.0,54627.0,06,07304,06,07304,0607304
"San Diego County (Northwest)--Oceanside City & Camp Pendleton PUMA, California",71243.0,29049.0,06,07301,06,07301,0607301
"San Diego County (Central)--El Cajon & Santee Cities PUMA, California",68371.0,34091.0,06,07313,06,07313,0607313
"San Diego County (Southwest)--Chula Vista (West) & National City Cities PUMA, California",54018.0,29787.0,06,07321,06,07321,0607321
"Los Angeles County (South Central)--Long Beach City (North) PUMA, California",61260.0,31671.0,06,03763,06,03763,0603763
"Placer County (Southwest)--Roseville City PUMA, California",95002.0,51634.0,06,06101,06,06101,0606101
"Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town PUMA; California",96122.0,50284.0,06,06102,06,06102,0606102
"El Dorado County--El Dorado Hills PUMA, California",83710.0,41611.0,06,01700,06,01700,0601700
"Santa Cruz County (South & Coastal)--Santa Cruz City PUMA, California",88908.0,36149.0,06,08702,06,08702,0608702
"Santa Cruz County (North)--Watsonville & Scotts Valley Cities PUMA, California",91009.0,35051.0,06,08701,06,08701,0608701
"Merced County (Northeast)--Merced & Atwater Cities PUMA, California",53104.0,28429.0,06,04702,06,04702,0604702
"Merced County (West & South)--Los Banos & Livingston Cities PUMA, California",61198.0,30211.0,06,04701,06,04701,0604701
"Lake & Mendocino Counties PUMA, California",51199.0,28267.0,06,03300,06,03300,0603300
"Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties PUMA; California",51235.0,31017.0,06,01500,06,01500,0601500
"Colusa, Glenn, Tehama & Trinity Counties PUMA; California",49453.0,29931.0,06,01100,06,01100,0601100
"Santa Barbara County--South Coast Region PUMA, California",86232.0,32332.0,06,08303,06,08303,0608303
"Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA; California",71831.0,33232.0,06,08302,06,08302,0608302
"Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA, California",73149.0,29997.0,06,08301,06,08301,0608301
"Sutter & Yuba Counties--Yuba City PUMA, California",61655.0,32444.0,06,10100,06,10100,0610100
"Marin County (North & West)--Novato & San Rafael (North) Cities PUMA, California",108312.0,51821.0,06,04101,06,04101,0604101
"Marin County (Southeast)--San Rafael (South), Mill Valley & Sausalito Cities PUMA; California",134832.0,65489.0,06,04102,06,04102,0604102
"Nevada & Sierra Counties PUMA, California",67684.0,35314.0,06,05700,06,05700,0605700
"Napa County--Napa City PUMA, California",92219.0,41487.0,06,05500,06,05500,0605500
"Kings County--Hanford City PUMA, California",61556.0,31485.0,06,03100,06,03100,0603100
"Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cites PUMA; California",99566.0,48768.0,06,01302,06,01302,0601302
"Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities PUMA, California",67672.0,34155.0,06,01301,06,01301,0601301
"Contra Costa County (Northwest)--Concord (West), Martinez & Pleasant Hill Cities PUMA; California",96480.0,50860.0,06,01303,06,01303,0601303
"Contra Costa County (East)--Brentwood & Oakley Cities PUMA, California",109482.0,48369.0,06,01309,06,01309,0601309
"San Francisco County (Central)--South of Market & Potrero PUMA, California",101434.0,69427.0,06,07503,06,07503,0607503
"Solano County (Southwest)--Vallejo & Benicia Cities PUMA, California",77438.0,40037.0,06,09501,06,09501,0609501
"Solano County (Northeast)--Vacaville & Dixon Cities PUMA, California",89129.0,45176.0,06,09503,06,09503,0609503
"Solano County (Central)--Fairfield & Suisun City Cities PUMA, California",86565.0,40845.0,06,09502,06,09502,0609502
"Imperial County--El Centro City PUMA, California",46222.0,25264.0,06,02500,06,02500,0602500
"Sonoma County (North)--Windsor Town, Healdsburg & Sonoma Cities PUMA; California",92258.0,40939.0,06,09701,06,09701,0609701
"Prince George's County (Central)--Seat Pleasant City, Capitol Heights Town & Landover PUMA; Maryland",65969.0,39313.0,24,01104,24,01104,2401104
"Prince George's County (Northwest)--New Carrollton & Hyattsville (Southeast) Cities PUMA, Maryland",71137.0,36260.0,24,01103,24,01103,2401103
"Prince George's County (Northwest)--College Park City & Langley Park PUMA, Maryland",67346.0,28151.0,24,01101,24,01101,2401101
"Prince George's County (East)--Bowie City, Kettering, Largo, Mitchellville & Lanham PUMA; Maryland",117273.0,56344.0,24,01105,24,01105,2401105
"Prince George's County (North)--Laurel, Greenbelt (North & East) Cities & Beltsville PUMA; Maryland",85085.0,42438.0,24,01102,24,01102,2401102
"Cecil County PUMA, Maryland",79415.0,42380.0,24,00700,24,00700,2400700
"Baltimore City--Frankford, Belair-Edison & Loch Raven PUMA; Maryland",56519.0,37299.0,24,00803,24,00803,2400803
"Baltimore City--Guilford, Roland Park & Druid Lake PUMA; Maryland",56306.0,39231.0,24,00802,24,00802,2400802
"Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington PUMA; Maryland",43498.0,33052.0,24,00801,24,00801,2400801
"Baltimore City--Inner Harbor, Canton & Bayview PUMA; Maryland",59312.0,45830.0,24,00804,24,00804,2400804
"Baltimore City--Irvington, Ten Hills & Cherry Hill PUMA; Maryland",44971.0,35839.0,24,00805,24,00805,2400805
"Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville PUMA; Maryland",101233.0,44251.0,24,01006,24,01006,2401006
"Montgomery County (West Central)--Germantown & Montgomery Village PUMA, Maryland",92050.0,43089.0,24,01002,24,01002,2401002
"Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac PUMA; Maryland",110563.0,54308.0,24,01003,24,01003,2401003
"Montgomery County (East Central)--Wheaton, Aspen Hill & Glenmont PUMA; Maryland",88973.0,39001.0,24,01005,24,01005,2401005
"Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown PUMA; Maryland",144058.0,62294.0,24,01001,24,01001,2401001
"Montgomery County (South)--Bethesda, Potomac & North Bethesda PUMA; Maryland",157809.0,82481.0,24,01004,24,01004,2401004
"Montgomery County (Northeast)--Lansdale Borough PUMA, Pennsylvania",85891.0,46083.0,42,03102,42,03102,4203102
"Montgomery County (Southeast)--Willow Grove, Horsham & Montgomeryville PUMA; Pennsylvania",95449.0,49474.0,42,03105,42,03105,4203105
"Montgomery County (Northwest)--Pottstown Borough PUMA, Pennsylvania",87109.0,45979.0,42,03101,42,03101,4203101
"Montgomery County (Central)--Norristown Borough PUMA, Pennsylvania",84571.0,46948.0,42,03104,42,03104,4203104
"Schuylkill County PUMA, Pennsylvania",53703.0,35426.0,42,02600,42,02600,4202600
"Washington (South) & Greene Counties PUMA, Pennsylvania",53719.0,32377.0,42,04002,42,04002,4204002
"Dauphin County (Outer)--Hershey PUMA, Pennsylvania",70580.0,41526.0,42,02402,42,02402,4202402
"Dauphin County (Central)--Harrisburg City & Colonial Park PUMA, Pennsylvania",59440.0,36157.0,42,02401,42,02401,4202401
"Cambria County PUMA, Pennsylvania",47699.0,31163.0,42,02100,42,02100,4202100
"Northampton County (North) PUMA, Pennsylvania",78673.0,42118.0,42,02902,42,02902,4202902
"Northampton (South) & Lehigh (East) Counties--Bethlehem (East) & Easton Cities PUMA, Pennsylvania",67062.0,34888.0,42,02901,42,02901,4202901
"Lackawanna (Outside Greater Scranton City) & Wyoming Counties PUMA, Pennsylvania",62325.0,36532.0,42,00702,42,00702,4200702
"Lehigh County (South--Outside Allentown & Bethlehem Cities)--Emmaus Borough PUMA, Pennsylvania",78490.0,42571.0,42,02802,42,02802,4202802
"Carbon & Lehigh (North) Counties PUMA, Pennsylvania",70675.0,40572.0,42,02801,42,02801,4202801
"Allentown City PUMA, Pennsylvania",43873.0,26165.0,42,02803,42,02803,4202803
"Monroe County PUMA, Pennsylvania",68734.0,33392.0,42,00600,42,00600,4200600
"Delaware County (Southeast)--Chester City PUMA, Pennsylvania",53748.0,33929.0,42,03303,42,03303,4203303
"Delaware County (West) PUMA, Pennsylvania",99260.0,52528.0,42,03304,42,03304,4203304
"Wayne & Seneca Counties PUMA, New York",60081.0,33850.0,36,00800,36,00800,3600800
"Kent County (North) PUMA, Michigan",77126.0,40675.0,26,01004,26,01004,2601004
"Kent County (Central)--Grand Rapids City Area PUMA, Michigan",51391.0,29341.0,26,01002,26,01002,2601002
"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA; Georgia",50149.0,30967.0,13,02500,13,02500,1302500
"Atlanta Regional Commission (South Central)--Fayette County PUMA, Georgia",93777.0,46892.0,13,02400,13,02400,1302400
"Heart of Georgia Altamaha Regional Commission (Southeast) PUMA, Georgia",41174.0,27880.0,13,01200,13,01200,1301200
"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties PUMA; Georgia",56954.0,33316.0,13,00200,13,00200,1300200
"Three Rivers Regional Commission (East) PUMA, Georgia",49338.0,31500.0,13,01900,13,01900,1301900
"Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City PUMA, Georgia",61316.0,34777.0,13,03001,13,03001,1303001
"Atlanta Regional Commission (Northwest)--Cobb County (Northeast) PUMA, Georgia",118030.0,56338.0,13,03005,13,03005,1303005
"Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities PUMA, Georgia",82352.0,39061.0,13,03002,13,03002,1303002
"Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City PUMA, Georgia",84988.0,41412.0,13,03003,13,03003,1303003
"Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City PUMA, Georgia",74889.0,44941.0,13,03004,13,03004,1303004
"Atlanta Regional Commission (Southwest)--Douglas County PUMA, Georgia",67651.0,36751.0,13,04400,13,04400,1304400
"Northeast Georgia Regional Commission (Central)--Clarke County--Athens City PUMA, Georgia",40363.0,22176.0,13,03600,13,03600,1303600
"Northwest Georgia Regional Commission (East Central)--Bartow County PUMA, Georgia",61226.0,35254.0,13,02900,13,02900,1302900
"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties PUMA; Georgia",45994.0,29694.0,13,02200,13,02200,1302200
"Middle Georgia Regional Commission (North & Outside Bibb County) PUMA, Georgia",51756.0,31166.0,13,01600,13,01600,1301600
"River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties PUMA, Georgia",47363.0,29957.0,13,01700,13,01700,1301700
"Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City PUMA, Georgia",57522.0,31233.0,13,04006,13,04006,1304006
"Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City PUMA, Georgia",66209.0,37868.0,13,04001,13,04001,1304001
"Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA, Georgia",78937.0,39523.0,13,04005,13,04005,1304005
"Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City PUMA, Georgia",75004.0,37194.0,13,04003,13,04003,1304003
"Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City PUMA, Georgia",95481.0,44703.0,13,04002,13,04002,1304002
"Sacramento County (South)--Galt, Isleton Cities & Delta Region PUMA; California",85588.0,40017.0,06,06711,06,06711,0606711
"Middlesex County (Northeast)--Carteret Borough PUMA, New Jersey",90010.0,48149.0,34,00905,34,00905,3400905
"Cincinnati City (West) PUMA, Ohio",36502.0,27696.0,39,05503,39,05503,3905503
"Cincinnati City (Central) PUMA, Ohio",37609.0,23993.0,39,05504,39,05504,3905504
"Cincinnati (East) & Norwood Cities PUMA, Ohio",60592.0,41112.0,39,05505,39,05505,3905505
"Hamilton County (East)--Loveland, Montgomery Cities & Forestville PUMA; Ohio",106980.0,54489.0,39,05507,39,05507,3905507
"Hamilton County (West)--Mack & Dent PUMA, Ohio",81059.0,40385.0,39,05501,39,05501,3905501
"Montgomery County (Southeast)--Kettering & Centerville Cities PUMA, Ohio",71764.0,42341.0,39,04604,39,04604,3904604
"Montgomery County (East Central)--Dayton & Riverside Cities PUMA, Ohio",36839.0,23622.0,39,04603,39,04603,3904603
"Montgomery County (Northeast)--Huber Heights, Trotwood, Vandalia & Englewood Cities PUMA; Ohio",55542.0,34419.0,39,04602,39,04602,3904602
"Montgomery County (West)--Miamisburg & West Carrollton Cities PUMA, Ohio",60873.0,37501.0,39,04601,39,04601,3904601
"Wayne County PUMA, Ohio",61424.0,32549.0,39,02000,39,02000,3902000
"Columbus City (Central) PUMA, Ohio",61514.0,26890.0,39,04105,39,04105,3904105
"Columbus (Northwest), Upper Arlington & Grandview Heights Cities PUMA; Ohio",81874.0,48938.0,39,04104,39,04104,3904104
"Columbus City (Northeast) PUMA, Ohio",40972.0,26412.0,39,04106,39,04106,3904106
"Columbus (North), Westerville & Worthington Cities PUMA; Ohio",69181.0,38203.0,39,04102,39,04102,3904102
"Los Angeles County (West Central)--LA City (West Central/Westwood & West Los Angeles) PUMA, California",86222.0,47451.0,06,03729,06,03729,0603729
"Los Angeles County (Northwest)--LA City (Northwest/Encino & Tarzana) PUMA, California",76233.0,39690.0,06,03724,06,03724,0603724
"Los Angeles County--LA City (Northwest/Canoga Park, Winnetka & Woodland Hills) PUMA; California",84535.0,38888.0,06,03725,06,03725,0603725
"Los Angeles County (North Central)--Lancaster City PUMA, California",58117.0,38935.0,06,03703,06,03703,0603703
"Los Angeles County (North Central)--Palmdale City PUMA, California",65980.0,33578.0,06,03704,06,03704,0603704
"Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens PUMA; California",59045.0,31159.0,06,03758,06,03758,0603758
"Los Angeles County (Northwest)--Santa Clarita City PUMA, California",97746.0,45112.0,06,03702,06,03702,0603702
"Los Angeles County (Central)--San Gabriel Valley Region (North) PUMA, California",113351.0,54511.0,06,03709,06,03709,0603709
"Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities PUMA; California",71811.0,29402.0,06,03710,06,03710,0603710
"Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities PUMA; California",93694.0,43960.0,06,03711,06,03711,0603711
"Los Angeles County (South Central)--Compton City & West Rancho Dominguez PUMA, California",58152.0,28270.0,06,03757,06,03757,0603757
"Los Angeles County (South Central)--LA City (South Central/Westmont) PUMA, California",46988.0,27017.0,06,03750,06,03750,0603750
"Los Angeles County (Central)--LA City (Central/West Adams & Baldwin Hills) PUMA, California",51238.0,32694.0,06,03747,06,03747,0603747
"Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar) PUMA, California",85883.0,36280.0,06,03706,06,03706,0603706
"Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities PUMA, California",66009.0,28976.0,06,03707,06,03707,0603707
"Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga) PUMA; California",66957.0,32292.0,06,03708,06,03708,0603708
"San Diego County (West Central)--San Diego City (Central/Clairemont & Kearny Mesa) PUMA, California",85567.0,42443.0,06,07315,06,07315,0607315
"San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities PUMA, California",87833.0,49326.0,06,07314,06,07314,0607314
"San Diego County (South Central)--San Diego City (Central/Mid-City) PUMA, California",54939.0,29170.0,06,07317,06,07317,0607317
"San Diego County (Northwest)--San Marcos & Escondido (West) Cities PUMA, California",78907.0,38100.0,06,07305,06,07305,0607305
"San Diego County (Northwest)--Vista City PUMA, California",76869.0,33621.0,06,07303,06,07303,0607303
"San Luis Obispo County (West)--Coastal Region PUMA, California",76145.0,31264.0,06,07901,06,07901,0607901
"San Luis Obispo County (East)--Inland Region PUMA, California",81445.0,35989.0,06,07902,06,07902,0607902
"Yolo County--Davis, Woodland & West Sacramento Cities PUMA; California",73746.0,34628.0,06,11300,06,11300,0611300
"San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities PUMA, California",146694.0,75848.0,06,08104,06,08104,0608104
"San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town PUMA; California",105335.0,45754.0,06,08101,06,08101,0608101
"Santa Clara County (Northwest)--Sunnyvale & San Jose (North) Cities PUMA, California",150297.0,85362.0,06,08502,06,08502,0608502
"Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities PUMA; California",129706.0,58445.0,06,00108,06,00108,0600108
"Alameda County (Central)--Hayward City PUMA, California",93975.0,43911.0,06,00107,06,00107,0600107
"Alameda County (North)--Berkeley & Albany Cities PUMA, California",93489.0,41357.0,06,00101,06,00101,0600101
"Alameda County (East)--Livermore, Pleasanton & Dublin Cities PUMA; California",147458.0,73547.0,06,00110,06,00110,0600110
"Santa Clara County (North Central)--Milpitas & San Jose (Northeast) Cities PUMA, California",134228.0,56738.0,06,08504,06,08504,0608504
"Alameda County (South Central)--Fremont City (East) PUMA, California",139661.0,70688.0,06,00109,06,00109,0600109
"Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland PUMA; California",91910.0,47012.0,06,00106,06,00106,0600106
"Alameda County (North Central)--Oakland City (South Central) PUMA, California",54461.0,31473.0,06,00104,06,00104,0600104
"Alameda County (Northeast)--Oakland (East) & Piedmont Cities PUMA, California",132937.0,73725.0,06,00103,06,00103,0600103
"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties PUMA; California",61477.0,34660.0,06,00300,06,00300,0600300
"Placer County (East/High Country Region)--Auburn & Colfax Cities PUMA, California",87500.0,46371.0,06,06103,06,06103,0606103
"San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights) PUMA, California",84544.0,40227.0,06,07312,06,07312,0607312
"San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa) PUMA, California",147800.0,71414.0,06,07311,06,07311,0607311
"San Diego County (Northwest)--Escondido City (East) PUMA, California",70684.0,32225.0,06,07306,06,07306,0607306
"San Diego County (South)--San Diego City (Southeast/Encanto & Skyline) PUMA, California",66737.0,30757.0,06,07318,06,07318,0607318
"San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities PUMA, California",113111.0,57035.0,06,07308,06,07308,0607308
"Contra Costa County (South)--San Ramon City & Danville Town PUMA, California",170304.0,90935.0,06,01305,06,01305,0601305
"Douglas County PUMA, Oregon",50031.0,30643.0,41,01000,41,01000,4101000
"Umatilla, Union, Baker & Wallowa Counties PUMA; Oregon",54656.0,30123.0,41,00100,41,00100,4100100
"Washington County (West)--Forest Grove, Cornelius Cities, Bethany & Oak Hills PUMA; Oregon",95336.0,42292.0,41,01321,41,01321,4101321
"Washington County (Central)--Hillsboro City PUMA, Oregon",86981.0,43332.0,41,01322,41,01322,4101322
"Washington County (Northeast)--Beaverton City (East & Central) & Cedar Mill PUMA, Oregon",80671.0,42264.0,41,01324,41,01324,4101324
"Washington County (Central)--Beaverton City (West) & Aloha PUMA, Oregon",84159.0,41277.0,41,01323,41,01323,4101323
"Washington County (Southeast)--Tigard, Tualatin & Sherwood Cities PUMA; Oregon",88143.0,44502.0,41,01320,41,01320,4101320
"Linn & Benton Counties PUMA, Oregon",61308.0,30497.0,41,00600,41,00600,4100600
"Clackamas County (South & East)--Damascus City PUMA, Oregon",81479.0,41301.0,41,01317,41,01317,4101317
"Clackamas County (Northwest)--Oregon City, Milwaukie & Happy Valley Cities PUMA; Oregon",74381.0,39843.0,41,01318,41,01318,4101318
"Clackamas County (Northwest)--Lake Oswego, West Linn, Wilsonville & Canby Cities PUMA; Oregon",101146.0,51485.0,41,01319,41,01319,4101319
"North Central Oregon--The Dalles City PUMA, Oregon",57155.0,32020.0,41,00200,41,00200,4100200
"Jackson County (Outside Medford & Central Point Cities)--Ashland City PUMA, Oregon",58600.0,31303.0,41,00902,41,00902,4100902
"Marion County--Perry & Decatur (South & East) Townships--Indianapolis City (South) PUMA, Indiana",53948.0,35037.0,18,02307,18,02307,1802307
"Marion County--Warren & Franklin Townships--Indianapolis City (East & Southeast) PUMA, Indiana",55326.0,35291.0,18,02306,18,02306,1802306
"Marion County--Lawrence Township--Indianapolis (Northeast) & Lawrence Cities PUMA, Indiana",54647.0,36599.0,18,02303,18,02303,1802303
"Marion County--Pike & Washington (Northwest) Townships--Indianapolis City (Northwest) PUMA, Indiana",54571.0,34026.0,18,02301,18,02301,1802301
"Marion County--Wayne & Decatur (Northwest) Townships--Indianapolis City (West) PUMA, Indiana",44408.0,29009.0,18,02304,18,02304,1802304
"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties PUMA; Colorado",58136.0,32948.0,08,01002,08,01002,0801002
"Southeast Colorado PUMA, Colorado",41880.0,27169.0,08,00800,08,00800,0800800
"La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties PUMA; Colorado",60629.0,31416.0,08,00900,08,00900,0800900
"Eagle, Summit, Grand & Jackson Counties PUMA; Colorado",81143.0,40299.0,08,00400,08,00400,0800400
"DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties PUMA; Colorado",112884.0,53315.0,08,00801,08,00801,0800801
"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties PUMA; Colorado",57504.0,34389.0,08,00600,08,00600,0800600
"Northeast Colorado--Eastern Plains Region PUMA, Colorado",52749.0,31613.0,08,00100,08,00100,0800100
"Douglas (Northeast) & Elbert (West) Counties--Parker Town & The Pinery PUMA, Colorado",116680.0,52781.0,08,00823,08,00823,0800823
"El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City PUMA, Colorado",72959.0,33966.0,08,04101,08,04101,0804101
"Adams County (West Central)--Commerce City & Brighton Cities PUMA, Colorado",76526.0,38657.0,08,00807,08,00807,0800807
"Denver City (Northeast) PUMA, Colorado",83584.0,42966.0,08,00812,08,00812,0800812
"Denver City (Northwest) PUMA, Colorado",75495.0,50095.0,08,00813,08,00813,0800813
"Denver City (Southeast) PUMA, Colorado",66094.0,41852.0,08,00815,08,00815,0800815
"Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cities PUMA, Colorado",108259.0,53526.0,08,00811,08,00811,0800811
"Denver City (Southwest) PUMA, Colorado",59699.0,34729.0,08,00816,08,00816,0800816
"Denver City (South Central) PUMA, Colorado",82535.0,52813.0,08,00814,08,00814,0800814
"Delaware County (East)--Yeadon, Darby, Lansdowne Boroughs & Drexel Hill PUMA; Pennsylvania",64142.0,38922.0,42,03302,42,03302,4203302
"Delaware County (North)--Broomall & Ardmore (West) PUMA, Pennsylvania",110502.0,50542.0,42,03301,42,03301,4203301
"Centre County PUMA, Pennsylvania",61921.0,27792.0,42,01200,42,01200,4201200
"Philadelphia City (Far Northeast) PUMA, Pennsylvania",62702.0,40131.0,42,03201,42,03201,4203201
"Philadelphia City (Near Northeast-East) PUMA, Pennsylvania",43834.0,30533.0,42,03203,42,03203,4203203
"Philadelphia City (East) PUMA, Pennsylvania",36117.0,29849.0,42,03205,42,03205,4203205
"Philadelphia City (Center City) PUMA, Pennsylvania",88005.0,62142.0,42,03209,42,03209,4203209
"Philadelphia City (Southeast) PUMA, Pennsylvania",58405.0,37427.0,42,03211,42,03211,4203211
"Philadelphia City (Southwest) PUMA, Pennsylvania",37163.0,25874.0,42,03210,42,03210,4203210
"Philadelphia City (Central) PUMA, Pennsylvania",25493.0,22201.0,42,03207,42,03207,4203207
"Philadelphia City (West) PUMA, Pennsylvania",35962.0,29246.0,42,03208,42,03208,4203208
"Philadelphia City (Near Northeast-West) PUMA, Pennsylvania",49667.0,30135.0,42,03202,42,03202,4203202
"Philadelphia City (North) PUMA, Pennsylvania",43172.0,28269.0,42,03204,42,03204,4203204
"Gurabo, San Lorenzo, Juncos & Las Piedras Municipios--Carr 30 PUMA; Puerto Rico",23427.0,18513.0,72,01002,72,01002,7201002
"Ponce & Jayuya Municipios PUMA, Puerto Rico",17169.0,16655.0,72,00402,72,00402,7200402
"Guayama, Salinas, Arroyo, Patillas & Maunabo Municipios--Carr 3 (Sureste) PUMA; Puerto Rico",17528.0,16644.0,72,00701,72,00701,7200701
"Toa Alta & Vega Alta Municipios PUMA, Puerto Rico",24815.0,20256.0,72,00503,72,00503,7200503
"Hatillo, Camuy, Utuado & Lares Municipios--Carr 2-Carr 129 PUMA; Puerto Rico",17553.0,15885.0,72,00302,72,00302,7200302
"Humacao, Yabucoa & Naguabo Municipios--Carr 53 PUMA; Puerto Rico",19522.0,16879.0,72,01102,72,01102,7201102
"Cayey, Cidra, Aguas Buenas & Aibonito Municipios--Carr 14-Carr 173 PUMA; Puerto Rico",21378.0,17444.0,72,00602,72,00602,7200602
"Aguadilla, Isabela & Quebradillas Municipios--Carr 2 (Noroeste) PUMA; Puerto Rico",16618.0,16376.0,72,00102,72,00102,7200102
"Toa Baja & Dorado Municipios PUMA, Puerto Rico",26030.0,20074.0,72,00502,72,00502,7200502
"Arecibo, Barceloneta & Florida Municipios--Carr 2 (Norte) PUMA; Puerto Rico",19017.0,16795.0,72,00301,72,00301,7200301
"Caguas Municipio PUMA, Puerto Rico",25823.0,20034.0,72,01001,72,01001,7201001
"Carolina Municipio (Norte) PUMA, Puerto Rico",29431.0,20430.0,72,00901,72,00901,7200901
"San Juan Municipio (Sur) PUMA, Puerto Rico",34938.0,26762.0,72,00806,72,00806,7200806
"San Juan Municipio (Este) PUMA, Puerto Rico",18241.0,16347.0,72,00805,72,00805,7200805
"South Region--Jones, Wayne, Covington, Greene & Jefferson Davis Counties PUMA; Mississippi",40801.0,28882.0,28,01700,28,01700,2801700
