NAME,median_household_income,median_earnings,state,public use microdata area,state_fips,puma_code,puma_full_id
"Cattaraugus & Allegany Counties PUMA, New York",50905.0,30283.0,36,02500,36,02500,3602500
"Monroe County (North & West) PUMA, New York",73157.0,37193.0,36,00905,36,00905,3600905
"Monroe County (Central)--Greece & Gates Towns PUMA, New York",65816.0,36952.0,36,00904,36,00904,3600904
"Monroe County (Central)--Rochester City (West) PUMA, New York",35042.0,25762.0,36,00903,36,00903,3600903
"Monroe County (Central)--Rochester City (East) PUMA, New York",40217.0,30810.0,36,00902,36,00902,3600902
"Monroe County (East) PUMA, New York",74338.0,44472.0,36,00901,36,00901,3600901
"Monroe County (South) PUMA, New York",84862.0,43125.0,36,00906,36,00906,3600906
"Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA, New York",124338.0,55048.0,36,03202,36,03202,3603202
"Nassau County (Southeast)--Oyster Bay Town (South) PUMA, New York",127874.0,58031.0,36,03208,36,03208,3603208
"Nassau County (Northwest)--North Hempstead Town (North) PUMA, New York",144352.0,66965.0,36,03201,36,03201,3603201
"Nassau County (South Central)--Hempstead Town (Southeast) PUMA, New York",119261.0,56959.0,36,03210,36,03210,3603210
"Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA, New York",106100.0,54703.0,36,03212,36,03212,3603212
"Nassau County (Central)--Hempstead Town (East Central) PUMA, New York",146985.0,64920.0,36,03209,36,03209,3603209
"Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA, New York",80643.0,33959.0,36,03206,36,03206,3603206
"West Central Texas COG (Outside Taylor County) PUMA, Texas",48273.0,30212.0,48,02600,48,02600,4802600
"Concho Valley COG & Permian Basin Regional Planning Commission (East) PUMA, Texas",53161.0,31117.0,48,02800,48,02800,4802800
"Suffolk County (Central)--Islip Town (East) PUMA, New York",111522.0,52439.0,36,03309,36,03309,3603309
"Suffolk County (West Central)--Babylon Town (Northwest) PUMA, New York",94397.0,41429.0,36,03313,36,03313,3603313
"Suffolk County (Central)--Brookhaven Town (West Central) PUMA, New York",105936.0,46990.0,36,03308,36,03308,3603308
"Suffolk County (Central)--Islip Town (Northwest) PUMA, New York",89182.0,35037.0,36,03310,36,03310,3603310
"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA; New York",107648.0,53156.0,36,03002,36,03002,3603002
"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA; New York",65969.0,31019.0,36,03003,36,03003,3603003
"Rockland County (North)--New City & Congers PUMA, New York",107835.0,49103.0,36,03001,36,03001,3603001
"Warren & Washington Counties PUMA, New York",62284.0,36222.0,36,00300,36,00300,3600300
"Oswego County PUMA, New York",59070.0,31818.0,36,00600,36,00600,3600600
"Westchester County (Northeast) PUMA, New York",142414.0,64691.0,36,03103,36,03103,3603103
"Westchester County (Southeast) PUMA, New York",120508.0,52236.0,36,03104,36,03104,3603104
"Westchester County (Southwest)--Yonkers City PUMA, New York",69825.0,40999.0,36,03106,36,03106,3603106
"Westchester County (Central)--White Plains City PUMA, New York",123735.0,60127.0,36,03105,36,03105,3603105
"Westchester County (Northwest) PUMA, New York",103560.0,48955.0,36,03102,36,03102,3603102
"Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA, New York",80582.0,46557.0,36,03107,36,03107,3603107
"St. Lawrence County PUMA, New York",52071.0,30882.0,36,00100,36,00100,3600100
"Tompkins County PUMA, New York",61361.0,29774.0,36,02300,36,02300,3602300
"Chautauqua County PUMA, New York",48315.0,30747.0,36,02600,36,02600,3602600
"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA; New York",79423.0,42791.0,36,04110,36,04110,3604110
"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",84190.0,61682.0,36,04108,36,04108,3604108
"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",75789.0,43994.0,36,04109,36,04109,3604109
"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, New York",54637.0,29732.0,36,04107,36,04107,3604107
"NYC-Queens Community District 3--Jackson Heights & North Corona PUMA, New York",62365.0,31489.0,36,04102,36,04102,3604102
"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",74950.0,51219.0,36,04101,36,04101,3604101
"NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA, New York",75108.0,36792.0,36,04111,36,04111,3604111
"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA; New York",73591.0,39797.0,36,04106,36,04106,3604106
"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA; New York",67501.0,35923.0,36,04112,36,04112,3604112
"NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA, New York",82279.0,40549.0,36,04113,36,04113,3604113
"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA; New York",90928.0,42759.0,36,04105,36,04105,3604105
"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA; New York",86017.0,48553.0,36,04104,36,04104,3604104
"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",58070.0,32665.0,36,04103,36,04103,3604103
"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA; New York",59621.0,37662.0,36,04114,36,04114,3604114
"Clinton, Franklin, Essex & Hamilton Counties PUMA; New York",57280.0,33325.0,36,00200,36,00200,3600200
"Sullivan & Ulster (West) Counties PUMA, New York",60361.0,34601.0,36,02701,36,02701,3602701
"Ulster County (East) PUMA, New York",67320.0,37297.0,36,02702,36,02702,3602702
"Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA, New York",56801.0,34466.0,36,02401,36,02401,3602401
"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA; New York",53420.0,31416.0,36,02402,36,02402,3602402
"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA; New York",153924.0,98173.0,36,03810,36,03810,3603810
"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA; New York",109903.0,91188.0,36,03807,36,03807,3603807
"NYC-Manhattan Community District 7--Upper West Side & West Side PUMA, New York",127930.0,85562.0,36,03806,36,03806,3603806
"NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA, New York",65654.0,31470.0,36,04012,36,04012,3604012
"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA; New York",137540.0,77378.0,36,04005,36,04005,3604005
"NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA, New York",41347.0,35065.0,36,04018,36,04018,3604018
"NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA, New York",106992.0,70730.0,36,04004,36,04004,3604004
"NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA, New York",79713.0,44143.0,36,04009,36,04009,3604009
"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA; New York",67127.0,43865.0,36,04016,36,04016,3604016
"NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA, New York",58340.0,31608.0,36,04017,36,04017,3604017
"NYC-Brooklyn Community District 5--East New York & Starrett City PUMA, New York",42270.0,33757.0,36,04008,36,04008,3604008
"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA; New York",52301.0,30110.0,36,04014,36,04014,3604014
"NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA, New York",65787.0,47519.0,36,04006,36,04006,3604006
"NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA, New York",62872.0,40656.0,36,04015,36,04015,3604015
"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA; New York",59822.0,40354.0,36,04011,36,04011,3604011
"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",86365.0,56426.0,36,04001,36,04001,3604001
"NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA, New York",31951.0,32407.0,36,04007,36,04007,3604007
"Denton County (East Central)--Frisco (West), The Colony & Little Elm Cities PUMA; Texas",115927.0,56446.0,48,02004,48,02004,4802004
"Denton County (South Central)--Flower Mound Town & Highland Village City PUMA, Texas",141330.0,63670.0,48,02003,48,02003,4802003
"Denton County (Central)--Denton (Central) & Corinth Cities PUMA, Texas",60644.0,27764.0,48,02005,48,02005,4802005
"Denton County (Southeast)--Lewisville City PUMA, Texas",68104.0,38176.0,48,02002,48,02002,4802002
"Denton County (Far Southeast)--Carrollton (North) & Dallas (North) Cities PUMA, Texas",76607.0,46338.0,48,02001,48,02001,4802001
"Alamo Area COG (Northwest) & Blanco County PUMA, Texas",68488.0,32486.0,48,06000,48,06000,4806000
"Richmond City PUMA, Virginia",51421.0,31072.0,51,51235,51,51235,5151235
"Henrico County (South & East)--Highland Springs, East Highland Park & Glen Allen PUMA; Virginia",60371.0,35926.0,51,51224,51,51224,5151224
"Virginia Beach City (Central) PUMA, Virginia",73335.0,39200.0,51,51165,51,51165,5151165
"Virginia Beach City (South) PUMA, Virginia",87044.0,40929.0,51,51167,51,51167,5151167
"Virginia Beach City (North) PUMA, Virginia",78616.0,40227.0,51,51164,51,51164,5151164
"Virginia's Region 2000 (North)--Bedford, Amherst, Appomattox Counties & Bedford City PUMA; Virginia",63580.0,36242.0,51,51095,51,51095,5151095
"Northern Shenandoah Valley Regional Commission (South) PUMA, Virginia",59062.0,33416.0,51,51085,51,51085,5151085
"Mount Rogers Planning District Commission PUMA, Virginia",45768.0,29844.0,51,51020,51,51020,5151020
"Thomas Jefferson Planning District Commission (North) PUMA, Virginia",72082.0,35919.0,51,51090,51,51090,5151090
"LENOWISCO & Cumberland Plateau Planning District Commissions PUMA, Virginia",38549.0,29000.0,51,51010,51,51010,5151010
"Rappahannock-Rapidan Regional Commission PUMA, Virginia",84484.0,41087.0,51,51087,51,51087,5151087
"Central Shenandoah Planning District Commission (Southwest) PUMA, Virginia",56297.0,32951.0,51,51080,51,51080,5151080
"Middle Peninsula, Northern Neck & Accomack-Northampton Planning District Commissions PUMA; Virginia",58106.0,33435.0,51,51125,51,51125,5151125
"Southside Planning District Commission & Commonwealth Regional Council PUMA, Virginia",47700.0,31005.0,51,51105,51,51105,5151105
"George Washington Regional Commission (South) PUMA, Virginia",87660.0,40689.0,51,51120,51,51120,5151120
"Manassas, Manassas Park Cities & Prince William County (Central)--Buckhall & Sudley PUMA; Virginia",86064.0,40306.0,51,51245,51,51245,5151245
"Northern Shenandoah Valley Regional Commission (North) PUMA, Virginia",75259.0,40138.0,51,51084,51,51084,5151084
"Isle of Wight, Southampton Counties, Suffolk & Franklin Cities PUMA; Virginia",73986.0,40046.0,51,51145,51,51145,5151145
"Central Shenandoah Planning District Commission (Northeast) PUMA, Virginia",59261.0,27582.0,51,51110,51,51110,5151110
"Kandiyohi, McLeod, Meeker, Renville & Sibley Counties PUMA; Minnesota",63137.0,35350.0,27,01900,27,01900,2701900
"Mower, Steele, Freeborn & Dodge Counties PUMA; Minnesota",61909.0,37803.0,27,02400,27,02400,2702400
"Stearns County--St. Cloud City PUMA, Minnesota",65244.0,33112.0,27,00900,27,00900,2700900
"Crow Wing, Morrison, Todd & Wadena Counties PUMA; Minnesota",56308.0,32754.0,27,00700,27,00700,2700700
"Washington County (North)--Oakdale, Forest Lake, Stillwater & Hugo Cities PUMA; Minnesota",92407.0,45516.0,27,01201,27,01201,2701201
"Chisago, Isanti, Pine, Mille Lacs & Kanabec Counties PUMA; Minnesota",70211.0,38964.0,27,00600,27,00600,2700600
"Brown, Lyon, Redwood, Chippewa, Yellow Medicine, Lac qui Parle & Lincoln Counties PUMA; Minnesota",57959.0,33875.0,27,02000,27,02000,2702000
"West Central Minnesota PUMA, Minnesota",60643.0,35329.0,27,00800,27,00800,2700800
"Clay, Polk, Roseau, Pennington, Marshall, Norman, Kittson & Red Lake Counties PUMA; Minnesota",62262.0,36842.0,27,00100,27,00100,2700100
"Beltrami, Becker, Hubbard, Clearwater, Mahnomen & Lake of the Woods Counties PUMA; Minnesota",55061.0,31025.0,27,00200,27,00200,2700200
"Rice, Goodhue & Le Sueur Counties PUMA; Minnesota",71204.0,36446.0,27,02300,27,02300,2702300
"St. Louis (North), Koochiching, Lake & Cook Counties--Hibbing & Cloquet Cities PUMA; Minnesota",58555.0,35052.0,27,00400,27,00400,2700400
"Ramsey County (North)--Shoreview, White Bear Lake & New Brighton Cities PUMA; Minnesota",86837.0,45085.0,27,01301,27,01301,2701301
"Ramsey County (Central & Far Southeast)--Maplewood, Roseville & North St. Paul Cities PUMA; Minnesota",70446.0,39109.0,27,01302,27,01302,2701302
"Ramsey County (Southeast)--St. Paul City (East) PUMA, Minnesota",54792.0,32153.0,27,01303,27,01303,2701303
"Ramsey County (Southwest)--St. Paul City (West) PUMA, Minnesota",63614.0,35973.0,27,01304,27,01304,2701304
"Winona, Wabasha, Fillmore & Houston Counties--Winona City PUMA; Minnesota",61799.0,33164.0,27,02600,27,02600,2702600
"Blue Earth, Nicollet & Waseca Counties--Mankato City PUMA; Minnesota",62695.0,31488.0,27,02200,27,02200,2702200
"Anoka County (Southwest)--Coon Rapids, Fridley & Columbia Heights Cities PUMA; Minnesota",68847.0,39073.0,27,01102,27,01102,2701102
"Anoka County (East)--Blaine, Lino Lakes & Ham Lake Cities PUMA; Minnesota",91446.0,44919.0,27,01103,27,01103,2701103
"Anoka County (Northwest)--Andover, Ramsey, Anoka & East Bethel Cities PUMA; Minnesota",95699.0,46942.0,27,01101,27,01101,2701101
"Olmsted County--Rochester City PUMA, Minnesota",80403.0,44187.0,27,02500,27,02500,2702500
"Washington County (South)--Woodbury & Cottage Grove Cities PUMA, Minnesota",103112.0,51542.0,27,01202,27,01202,2701202
"St. Louis County (Southeast)--Duluth, Hermantown & Proctor Cities PUMA; Minnesota",56528.0,29353.0,27,00500,27,00500,2700500
"Dakota County (West)--Burnsville & Apple Valley Cities PUMA, Minnesota",82596.0,43581.0,27,01503,27,01503,2701503
"Dakota County (North)--Eagan, Inver Grove Heights & South St. Paul Cities PUMA; Minnesota",81188.0,45387.0,27,01501,27,01501,2701501
"Dakota County (South)--Lakeville, Hastings, Rosemount & Farmington Cities PUMA; Minnesota",101287.0,49886.0,27,01502,27,01502,2701502
"Rural Nevada PUMA, Nevada",58638.0,36794.0,32,00300,32,00300,3200300
"Washoe County (South Central)--Reno City PUMA, Nevada",54481.0,32360.0,32,00101,32,00101,3200101
"Washoe County (North)--Sparks City PUMA, Nevada",71037.0,37009.0,32,00103,32,00103,3200103
"Washoe County (South) PUMA, Nevada",92861.0,45310.0,32,00102,32,00102,3200102
"Carson City, Lyon, Douglas & Storey Counties PUMA; Nevada",62436.0,34770.0,32,00200,32,00200,3200200
"Clark County (East)--Mesquite City, Sunrise Manor (North), Moapa Valley & Nellis AFB PUMA; Nevada",50427.0,28041.0,32,00404,32,00404,3200404
"Clark County (South)--Henderson (East) & Boulder Cities PUMA, Nevada",76651.0,42281.0,32,00412,32,00412,3200412
"Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities PUMA, Nevada",80766.0,41300.0,32,00402,32,00402,3200402
"Clark County (Central)--Spring Valley & Summerlin South PUMA, Nevada",68991.0,37002.0,32,00408,32,00408,3200408
"Clark County (West)--Las Vegas City (Southwest) PUMA, Nevada",70559.0,40430.0,32,00407,32,00407,3200407
"Clark County (Central)--Greater North Las Vegas City PUMA, Nevada",60323.0,32009.0,32,00403,32,00403,3200403
"Clark County (Central)--Whitney, Sunrise Manor (South) & Paradise (Northeast) PUMA; Nevada",44662.0,28476.0,32,00410,32,00410,3200410
"Clark County (Central)--Henderson City (West) PUMA, Nevada",78324.0,43048.0,32,00411,32,00411,3200411
"Clark County (Central)--Paradise (South) & Enterprise PUMA, Nevada",70938.0,37185.0,32,00413,32,00413,3200413
"Suffolk County (Northwest)--Smithtown Town PUMA, New York",129338.0,60987.0,36,03303,36,03303,3603303
"Nassau County (East Central)--Oyster Bay Town (Central) PUMA, New York",127878.0,57178.0,36,03203,36,03203,3603203
"Nassau County (West Central)--North Hempstead Town (South) PUMA, New York",118702.0,52922.0,36,03204,36,03204,3603204
"Nassau County (Central)--Hempstead Town (Northeast) PUMA, New York",121391.0,53194.0,36,03207,36,03207,3603207
"Nassau County (West Central)--Hempstead Town (West Central) PUMA, New York",122986.0,51723.0,36,03211,36,03211,3603211
"Nassau County (West Central)--Hempstead Town (Northwest) PUMA, New York",120037.0,51660.0,36,03205,36,03205,3603205
"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA; New York",57739.0,31078.0,36,00403,36,00403,3600403
"Herkimer (North & Central) & Oneida (Outer) Counties PUMA, New York",64008.0,36557.0,36,00401,36,00401,3600401
"Cayuga & Onondaga (South) Counties PUMA, New York",64088.0,37666.0,36,00704,36,00704,3600704
"Onondaga County (North) PUMA, New York",77780.0,46174.0,36,00702,36,00702,3600702
"Onondaga County (Central)--Syracuse City (Outer) PUMA, New York",71552.0,41024.0,36,00703,36,00703,3600703
"Onondaga County (Central)--Syracuse City PUMA, New York",38887.0,26446.0,36,00701,36,00701,3600701
"Columbia & Greene Counties PUMA, New York",63599.0,36264.0,36,02100,36,02100,3602100
"Dutchess County (North & East) PUMA, New York",86289.0,42377.0,36,02801,36,02801,3602801
"Dutchess County (Southwest) PUMA, New York",78487.0,40051.0,36,02802,36,02802,3602802
"Schenectady County--Schenectady City PUMA, New York",66488.0,37356.0,36,01700,36,01700,3601700
"Ontario & Yates Counties PUMA, New York",63220.0,34613.0,36,01400,36,01400,3601400
"Chenango, Delaware & Broome (East) Counties PUMA; New York",51567.0,31483.0,36,02203,36,02203,3602203
"Saratoga County (Outer) PUMA, New York",82893.0,44570.0,36,01802,36,01802,3601802
"Saratoga County (South & Central) PUMA, New York",88678.0,48845.0,36,01801,36,01801,3601801
"Albany County (Outside Albany City) PUMA, New York",80505.0,44697.0,36,02002,36,02002,3602002
"Albany County (East Central)--Albany City PUMA, New York",50258.0,30210.0,36,02001,36,02001,3602001
"Broome (Outer West) & Tioga Counties PUMA, New York",63411.0,36291.0,36,02202,36,02202,3602202
"Suffolk County (South Central)--Brookhaven Town (South) PUMA, New York",91408.0,46519.0,36,03306,36,03306,3603306
"Suffolk County (Southwest)--Islip Town (South) PUMA, New York",111871.0,51035.0,36,03311,36,03311,3603311
"Suffolk County (Southwest)--Babylon Town (Southeast) PUMA, New York",105437.0,49409.0,36,03312,36,03312,3603312
"Suffolk County (Northwest)--Huntington Town (South) PUMA, New York",136399.0,61755.0,36,03302,36,03302,3603302
"Suffolk County (Central)--Brookhaven Town (Central) PUMA, New York",95162.0,48512.0,36,03307,36,03307,3603307
"Atlanta Regional Commission (Northeast)--Gwinnett County (East) PUMA, Georgia",92161.0,43582.0,13,04004,13,04004,1304004
"Northwest Georgia Regional Commission (Southeast)--Paulding County PUMA, Georgia",74154.0,39619.0,13,04500,13,04500,1304500
"Southern Georgia Regional Commission (West) PUMA, Georgia",39909.0,27462.0,13,00700,13,00700,1300700
"Three Rivers Regional Commission (North Central)--Coweta County PUMA, Georgia",79795.0,40851.0,13,02100,13,02100,1302100
"Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties PUMA, Georgia",65710.0,34908.0,13,03800,13,03800,1303800
"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties PUMA; Georgia",64797.0,34539.0,13,03900,13,03900,1303900
"Atlanta Regional Commission--DeKalb County (North)--Dunwoody City PUMA, Georgia",85128.0,51209.0,13,02004,13,02004,1302004
"Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker PUMA, Georgia",61019.0,34681.0,13,02003,13,02003,1302003
"Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities PUMA, Georgia",62351.0,38987.0,13,02002,13,02002,1302002
"Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan PUMA, Georgia",55295.0,31858.0,13,02001,13,02001,1302001
"Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast) PUMA, Georgia",72201.0,51600.0,13,01007,13,01007,1301007
"Atlanta Regional Commission (Central)--DeKalb County (South) PUMA, Georgia",59301.0,34116.0,13,01008,13,01008,1301008
"Georgia Mountains Regional Commission (Southeast) PUMA, Georgia",50270.0,30395.0,13,03500,13,03500,1303500
"Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties PUMA, Georgia",57953.0,31865.0,13,00100,13,00100,1300100
"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA; New York",56904.0,34846.0,36,03802,36,03802,3603802
"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",57117.0,32193.0,36,03801,36,03801,3603801
"Northeast Georgia Regional Commission (East) PUMA, Georgia",61063.0,33514.0,13,03700,13,03700,1303700
"Middle Georgia Regional Commission (South)--Houston & Pulaski Counties PUMA, Georgia",64577.0,36231.0,13,01500,13,01500,1301500
"Northwest Georgia Regional Commission (Northeast) PUMA, Georgia",52774.0,30635.0,13,02800,13,02800,1302800
"River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA, Georgia",43872.0,30217.0,13,01800,13,01800,1301800
"Central Savannah River Area Regional Commission (East Central)--Columbia County PUMA, Georgia",82251.0,41327.0,13,04100,13,04100,1304100
"Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia) PUMA, Georgia",39801.0,27882.0,13,04200,13,04200,1304200
"Georgia Mountains Regional Commission (North & Northwest) PUMA, Georgia",54410.0,29744.0,13,03200,13,03200,1303200
"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties PUMA; Georgia",48631.0,31017.0,13,02600,13,02600,1302600
"Montgomery County (Southwest)--King of Prussia & Ardmore (East) PUMA, Pennsylvania",110225.0,56286.0,42,03103,42,03103,4203103
"Chester County (East Central)--West Chester Borough PUMA, Pennsylvania",109050.0,51167.0,42,03402,42,03402,4203402
"Chester County (West Central)--Coatesville City PUMA, Pennsylvania",96358.0,48392.0,42,03403,42,03403,4203403
"Chester County (North)--Phoenixville Borough PUMA, Pennsylvania",109598.0,57722.0,42,03401,42,03401,4203401
"Lancaster County (East)--Ephrata Borough PUMA, Pennsylvania",69533.0,34259.0,42,03503,42,03503,4203503
"Lancaster County (Southwest)--Columbia Borough PUMA, Pennsylvania",75627.0,39601.0,42,03504,42,03504,4203504
"Lancaster County--Lancaster City, East Lampeter, Lancaster & West Lampeter Townships PUMA; Pennsylvania",61119.0,31411.0,42,03501,42,03501,4203501
"Lancaster County (Northwest)--Elizabethtown Borough PUMA, Pennsylvania",72093.0,40006.0,42,03502,42,03502,4203502
"Allegheny County (East)--Monroeville Municipality, Plum & Wilkinsburg Boroughs PUMA; Pennsylvania",55332.0,36074.0,42,01804,42,01804,4201804
"Pittsburgh City (North) PUMA, Pennsylvania",50528.0,31821.0,42,01701,42,01701,4201701
"Allegheny County (North)--Franklin Park Borough & Allison Park PUMA, Pennsylvania",86316.0,50641.0,42,01802,42,01802,4201802
"Allegheny County (North Central) PUMA, Pennsylvania",69432.0,44255.0,42,01803,42,01803,4201803
"Pittsburgh City (South) PUMA, Pennsylvania",50029.0,34112.0,42,01702,42,01702,4201702
"Allegheny County (South Central)--Baldwin & Whitehall Boroughs PUMA, Pennsylvania",73023.0,44779.0,42,01806,42,01806,4201806
"Allegheny County (Southeast)--West Mifflin Borough, McKeesport City & Munhall Borough PUMA; Pennsylvania",45942.0,32918.0,42,01805,42,01805,4201805
"Allegheny County (South)--Bethel Park Municipality & Jefferson Hills Borough PUMA, Pennsylvania",82841.0,50226.0,42,01807,42,01807,4201807
"Allegheny County (West) PUMA, Pennsylvania",71019.0,45340.0,42,01801,42,01801,4201801
"Mercer County PUMA, Pennsylvania",50529.0,30537.0,42,01400,42,01400,4201400
"Crawford & Warren Counties PUMA, Pennsylvania",51951.0,30965.0,42,00200,42,00200,4200200
"Mifflin, Union, Snyder & Juniata Counties PUMA; Pennsylvania",55388.0,30831.0,42,01100,42,01100,4201100
"Blair & Huntingdon Counties--Altoona City PUMA, Pennsylvania",51497.0,31533.0,42,02200,42,02200,4202200
"New River Valley Planning District Commission PUMA, Virginia",55161.0,27750.0,51,51040,51,51040,5151040
"Hampton City PUMA, Virginia",56935.0,32098.0,51,51186,51,51186,5151186
"Newport News City PUMA, Virginia",54475.0,32692.0,51,51175,51,51175,5151175
"Fairfax County (Northeast)--McLean & Idylwood PUMA, Virginia",159301.0,78838.0,51,59308,51,59308,5159308
"Fairfax County (East Central)--Annandale, West Falls Church & Bailey's Crossroads PUMA; Virginia",97145.0,42165.0,51,59301,51,59301,5159301
"Portsmouth & Norfolk (Southwest) Cities PUMA, Virginia",54033.0,33495.0,51,51155,51,51155,5151155
"George Washington Regional Commission (North) PUMA, Virginia",104501.0,46548.0,51,51115,51,51115,5151115
"James City, York Counties, Williamsburg & Poquoson Cities PUMA; Virginia",91025.0,40977.0,51,51206,51,51206,5151206
"Alexandria City PUMA, Virginia",102227.0,62795.0,51,51255,51,51255,5151255
"Crater Planning District Commission PUMA, Virginia",53174.0,32354.0,51,51135,51,51135,5151135
"Fairfax County (Central) & Fairfax City--Burke PUMA, Virginia",143037.0,54614.0,51,59303,51,59303,5159303
"Chesterfield County (Central)--Chester & Rockwood PUMA, Virginia",86443.0,42462.0,51,04102,51,04102,5104102
"Chesterfield County (East)--James River Region PUMA, Virginia",68550.0,38502.0,51,04101,51,04101,5104101
"Chesterfield County (West)--Brandermill & Woodlake PUMA, Virginia",102547.0,48916.0,51,04103,51,04103,5104103
"Henrico County (West)--Tuckahoe, Short Pump & Wyndham PUMA; Virginia",85289.0,46520.0,51,51225,51,51225,5151225
"Norfolk City (Northeast) PUMA, Virginia",52592.0,27841.0,51,51154,51,51154,5151154
"Chesapeake City (South & West) PUMA, Virginia",101835.0,47094.0,51,55002,51,55002,5155002
"Chesapeake City (Northeast) PUMA, Virginia",65808.0,37204.0,51,55001,51,55001,5155001
"Loudoun County (West & South)--Leesburg Town PUMA, Virginia",147379.0,63588.0,51,10703,51,10703,5110703
"Loudoun County (East Central)--Ashburn (Southwest/Belmont Ridge) & Dulles Airport PUMA, Virginia",166088.0,81316.0,51,10702,51,10702,5110702
"Loudoun County (Northeast)--Sterling & Ashburn (Northeast/Ashburn Village) PUMA, Virginia",124963.0,52808.0,51,10701,51,10701,5110701
"Fairfax County (Northwest)--Reston (North) & Franklin Farm PUMA, Virginia",134122.0,64073.0,51,59307,51,59307,5159307
"Arlington County (South) PUMA, Virginia",102354.0,64281.0,51,01302,51,01302,5101302
"Arlington County (North) PUMA, Virginia",142435.0,81732.0,51,01301,51,01301,5101301
"Fairfax County (West Central)--Centreville (North & West) & Chantilly (South & West) PUMA, Virginia",115316.0,54734.0,51,59309,51,59309,5159309
"Shelby County (Southeast)--Collierville Town & Germantown City PUMA, Tennessee",101395.0,50468.0,47,03206,47,03206,4703206
"Shelby County (North)--Bartlett (North & East) & Millington Cities PUMA, Tennessee",73962.0,39650.0,47,03204,47,03204,4703204
"Memphis City (Central Riverside) PUMA, Tennessee",34310.0,29938.0,47,03201,47,03201,4703201
"Memphis City (Southwest) PUMA, Tennessee",38722.0,26807.0,47,03208,47,03208,4703208
"Knox County (East) PUMA, Tennessee",63559.0,35017.0,47,01602,47,01602,4701602
"Knox County (West)--Farragut Town PUMA, Tennessee",87782.0,45526.0,47,01604,47,01604,4701604
"Knoxville City PUMA, Tennessee",41245.0,26358.0,47,01603,47,01603,4701603
"Rutherford County (South)--Murfreesboro City PUMA, Tennessee",64691.0,34030.0,47,02402,47,02402,4702402
"Houston City (West)--East of TX-6 & West of Beltway TX-8 PUMA, Texas",73607.0,44299.0,48,04636,48,04636,4804636
